Tiempo (s),Posición X (m),Posición Y (m)
2.8508980526918672,6.832777777777777,1.4359722222222222
2.8676680412371134,6.8872222222222215,1.4291666666666665
2.8844380297823595,6.941666666666666,1.422361111111111
2.901208018327606,6.9961111111111105,1.40875
2.9179780068728522,7.043749999999999,1.4019444444444444
2.9347479954180984,7.0777777777777775,1.3951388888888887
2.951517983963345,7.111805555555555,1.3883333333333332
2.968287972508591,7.139027777777778,1.3815277777777777
2.9850579610538372,7.16625,1.3747222222222222
3.001827949599084,7.200277777777777,1.3815277777777777
3.01859793814433,7.213888888888889,1.3883333333333332
3.035367926689576,7.241111111111111,1.3951388888888887
3.0521379152348227,7.261527777777777,1.4019444444444444
3.068907903780069,7.281944444444444,1.4155555555555555
3.085677892325315,7.302361111111111,1.4291666666666665
3.1024478808705616,7.315972222222221,1.4427777777777777
3.1192178694158077,7.336388888888888,1.4631944444444445
3.135987857961054,7.35,1.4768055555555555
3.1527578465063,7.363611111111111,1.483611111111111
3.1695278350515466,7.384027777777777,1.4972222222222222
3.1862978235967927,7.397638888888888,1.4972222222222222
3.203067812142039,7.418055555555555,1.5040277777777777
3.2198378006872854,7.438472222222222,1.5108333333333333
3.2366077892325316,7.4520833333333325,1.5108333333333333
3.2533777777777777,7.465694444444444,1.5176388888888888
3.2701477663230243,7.492916666666666,1.5176388888888888
3.2869177548682704,7.5065277777777775,1.5108333333333333
3.3036877434135166,7.5337499999999995,1.5108333333333333
3.320457731958763,7.554166666666666,1.5108333333333333
3.3372277205040093,7.588194444444444,1.5040277777777777
3.3539977090492554,7.60861111111111,1.4972222222222222
3.370767697594502,7.629027777777777,1.4972222222222222
3.387537686139748,7.649444444444444,1.4972222222222222
3.4043076746849943,7.683472222222222,1.4972222222222222
3.4210776632302404,7.697083333333333,1.5040277777777777
3.437847651775487,7.703888888888889,1.5176388888888888
3.454617640320733,7.731111111111111,1.5244444444444443
3.4713876288659793,7.744722222222221,1.5380555555555555
3.488157617411226,7.771944444444444,1.5380555555555555
3.504927605956472,7.785555555555555,1.5516666666666665
3.521697594501718,7.799166666666666,1.5652777777777778
3.5384675830469647,7.819583333333333,1.5652777777777778
3.555237571592211,7.833194444444444,1.5788888888888888
3.572007560137457,7.85361111111111,1.5924999999999998
3.5887775486827036,7.874027777777777,1.5924999999999998
